phrase,phrase_puj,phrase_simple_puj,freq,mandarin,english,source,tag
白鐵㼦,pe̍h-thih-kóng,peh8-thih4-kong2,k10,锡罐,"a small tin vessel, as a tin for holding salmon",汕頭話讀本,
白鐵盒,pe̍h-thih-a̍p,peh8-thih4-ap8,k10,锡盒,"a small tin box, as a tin for holding sardine",汕頭話讀本,
白鷺絲,pe̍h-liāu-si,peh8-liau7-si1,k10,白鷺絲,stork,汕頭話讀本,
百姓,peh-sèⁿ,peh4-senn3,k10,百姓,people|public the|subject,汕頭話讀本,
皇上,uáng-siãng,uang2-siang6,k10,皇上,emperor,汕頭話讀本,
皇帝,huâng-tì,huang5-ti3,k10,皇帝,emperor,汕頭話讀本,
皮箱,phûe-sieⁿ,phue5-sienn1,k10,皮箱,"trunks, leather",汕頭話讀本,
皺紗,jiàu-se,jiau3-se1,k10,皺紗,crape,汕頭話讀本,職業|經商
盜取,thau-khie̍h,thau1-khieh8,k10,盜取,steal,汕頭話讀本,
盤囝,puâⁿ-kiáⁿ,puann5-kiann2,k00,碟子,"dessert plates, saucers",汕頭話讀本,飲食|物件
盤數,puâⁿ-siàu,puann5-siau3,k10,轉賬,to transfer account,汕頭話讀本,職業|經商
盤碗,puâⁿ-uáⁿ,puann5-uann2,k10,盤子,dishes,汕頭話讀本,
盪喙,tñg-tshùi,tng6-tshui3,k10,漱口,rinse,汕頭話讀本,人|行動
目仁,ma̍k-jîn,mak8-jin5,k00,眼球,eyeball,汕頭話讀本,人|身體
目實,ma̍k-si̍t,mak8-sit8,k00,看頭,sight,汕頭話讀本,入門
目毛,ma̍k-chhì-mô,mak8-chhi3-mo5,k10,眼睫毛,eyelash,汕頭話讀本,
目汁,ma̍k-tsap,mak8-tsap4,k00,眼淚,tears,汕頭話讀本,人|身體
目澀,ma̍k--siap,mak8--siap4,k10,睏倦,sleepy,汕頭話讀本,健康
目痛,ma̍k--thiàⁿ,mak8--thiann3,k10,眼睛痛,soreeyes,汕頭話讀本,
目皮,ma̍k-chiu-phûe,mak8-chiu1-phue5,k10,眼皮,eyelid,汕頭話讀本,
目眉,ma̍k-bâi,mak8-bai5,k00,眉毛,eyebrow,汕頭話讀本,人|身體
目眥毛,ma̍k-chhì-mô,mak8-chhi3-mo5,k10,眼睫毛,,汕頭話讀本,人|身體
目睭,ma̍k-chiu,mak8-chiu1,k10,眼睛,eyes,汕頭話讀本,人|身體
目睭澀,ma̍k-chiu-siap,mak8-chiu1-siap4,k10,困倦,sleepy,汕頭話讀本,
目睭皮,ma̍k-chiu-phûe,mak8-chiu1-phue5,k20,眼皮,,汕頭話讀本,人|身體
目睭花,ma̍k-chiu-hue,mak8-chiu1-hue1,k10,眼花,dimness,汕頭話讀本,
目鏡,ma̍k-kiàⁿ,mak8-kiann3,k00,眼鏡,spectacles,汕頭話讀本,起居|物件
盯綴,teng-tùe,teng1-tue3,k00,照料,attend,汕頭話讀本,人|行動
盯綴个儂,teng-tùe--kâi-nâng,teng1-tue3--kai5-nang5,k10,照料的人,,汕頭話讀本,
直透,ti̍t-thàu,tit8-thau3,k00,直達,to go direct without calling at any port,汕頭話讀本,職業|行船
相䛩,sie-à,sie1-a3,k00,爭論,,汕頭話讀本,人|行動
相争,sie-cheⁿ,sie1-chenn1,k10,相争,contend,汕頭話讀本,
相代,sie-thòi,sie1-thoi3,k10,相代,alternate,汕頭話讀本,
相信,siang-sìn,siang1-sin3,k10,相信,believe|trust,汕頭話讀本,
相借問,sie-chieh-mn̄g,sie1-chieh4-mng7,k00,打招呼,greet,汕頭話讀本,入門
相刣,sie-thâi,sie1-thai5,k00,打戰,riot|war,汕頭話讀本,戰爭
相别,siang-pie̍t,siang1-piet8,k10,離別,part,汕頭話讀本,
相反,siang-huán,siang1-huan2,k10,相反,contrary,汕頭話讀本,
相同,siang-tâng,siang1-tang5,k10,相同,correspond,汕頭話讀本,
相同,sie-tâng,sie1-tang5,k10,相同,same,汕頭話讀本,
相告,sie-kò,sie1-ko3,k10,相告,law to|case to have it tried,汕頭話讀本,
相對,sie-tùi,sie1-tui3,k10,相對,opposite,汕頭話讀本,
相幫,siang-pang,siang1-pang1,k10,相幫,help,汕頭話讀本,
相拍,sie-phah,sie1-phah4,k00,打架,fight|fighting,汕頭話讀本,人|行動
相接,sie-chiap,sie1-chiap4,k00,連接,connect,汕頭話讀本,入門
相換,sie-uāⁿ,sie1-uann7,k10,相換,exchange,汕頭話讀本,
相撞着,sie-tsuãng--tie̍h,sie1-tsuang6--tieh8,k10,相撞着,collision,汕頭話讀本,
相擠,sie-chìⁿ,sie1-chinn3,k10,相擠,huddle|jostle,汕頭話讀本,
相熟个儂,siang-se̍k--kâi-nâng,siang1-sek8--kai5-nang5,k10,相熟的人,,汕頭話讀本,
相爭,sie-cheⁿ,sie1-chenn1,k10,相爭,strive,汕頭話讀本,
相續,sie-suà,sie1-sua3,k10,相接,,汕頭話讀本,
相罵,sie-mē,sie1-me7,k00,吵架,quarrel|quarrelling,汕頭話讀本,人|行動
相見,sie-kìⁿ,sie1-kinn3,k10,相見,interview,汕頭話讀本,
相詏,sie-à,sie1-a3,k00,爭論,dispute,汕頭話讀本,
相輔,sie-hũ,sie1-hu6,k10,相幫,help,汕頭話讀本,
相輪,sie-lûn,sie1-lun5,k10,輪流,alternate|turn by,汕頭話讀本,
相輸,sie-su,sie1-su1,k00,比賽,bet,汕頭話讀本,活動
相鬥,sie-tàu,sie1-tau3,k10,相鬥,race,汕頭話讀本,
真實,chin-si̍t,chin1-sit8,k10,真實,really|true,汕頭話讀本,
眠床,mîn-tshn̂g,min5-tshng5,k00,床,bed|a bedstead,考釋,
眠牀,mîn-tshn̂g,min5-tshng5,k00,床,,汕頭話讀本,起居|物件
眩船,hîn-tsûn,hin5-tsun5,k00,暈船,seasick,汕頭話讀本,健康
眼在,ngán-tsãi,ngan2-tsai6,k00,現在,present time|present,汕頭話讀本,時日
眾儂,chèng-nâng,cheng3-nang5,k10,眾人,people all the|public the,汕頭話讀本,
眾牲,cheng-seⁿ,cheng1-senn1,k00,家畜,animal domestic,汕頭話讀本,
眾生,cheng-seⁿ,cheng1-senn1,k00,家畜,,汕頭話讀本,動物|家禽
着,tie̍h,tieh8,k00,對,correct|proper|right,汕頭話讀本,入門
着力,ti̍h-la̍t,tih8-lat8,k10,着力,"to be very ill, almost dying",汕頭話讀本,
着命,tie̍h-miāⁿ,tieh8-miann7,k10,着命,fatal,汕頭話讀本,
着火,to̍h-húe,toh8-hue2,k10,着火,explode,汕頭話讀本,
着火燒,tie̍h-húe-sie,tieh8-hue2-sie1,k10,着火燒,to get burnt by being over roasted or burnt for want of water,汕頭話讀本,
着痧,tie̍h-sua,tieh8-sua1,k10,腹絞痛,colic,汕頭話讀本,健康
睇,thóiⁿ,thoinn2,k00,看,examine|see,汕頭話讀本,人|行動
睇書,thóiⁿ-tsṳ,thoinn2-tsur1,k10,看書,read,汕頭話讀本,
睇書房,thóiⁿ-tsṳ-pâng,thoinn2-tsur1-pang5,k10,閱讀室,a reading room,汕頭話讀本,起居|場所
睇毋上,thóiⁿ-m̃-chiẽⁿ,thoinn2-m6-chienn6,k10,看不上,despise,汕頭話讀本,
睇無目,thóiⁿ-bô-ma̍k,thoinn2-bo5-mak8,k10,看不上,despise,汕頭話讀本,
睇聖婆,thóiⁿ-siàⁿ-phuâ,thoinn2-siann3-phua5,k10,看聖婆,sorceress,汕頭話讀本,
睇輕,thóiⁿ-khin,thoinn2-khin1,k10,看輕,contempt|despise,汕頭話讀本,
睇重,thóiⁿ-tõng,thoinn2-tong6,k10,看重,esteem|respect,汕頭話讀本,
督工,tok-kang,tok4-kang1,k10,監工,superintend,汕頭話讀本,職業
瞑起,mêng-khí,meng5-khi2,k00,早上,morning,汕頭話讀本,時日
瞑起早旰,mêng-khí-tsá--kuà,meng5-khi2-tsa2--kua3,k10,早上,,汕頭話讀本,
知亞,tsai--a,tsai1--a1,k10,知道,"oh yes, I know",汕頭話讀本,
知儂情,tsai-nâng-chhêng,tsai1-nang5-chheng5,k10,懂人情,grateful,汕頭話讀本,
知府,ti-hú,ti1-hu2,k10,知府,prefect,汕頭話讀本,
知觀,tsai-kuan,tsai1-kuan1,k10,當心,beware,汕頭話讀本,入門
石亭,chie̍h-têng,chieh8-teng5,k10,石亭,monument high like a pagoda,汕頭話讀本,
石榴,sie̍h-liû,sieh8-liu5,k00,石榴,pomegranate,汕頭話讀本,植物|蔬菓
石灰,chie̍h-hue,chieh8-hue1,k10,石灰,seaweed jelly,汕頭話讀本,
石碑,chie̍h-pi,chieh8-pi1,k10,石碑,monument,汕頭話讀本,
石膏,chie̍h-ko,chieh8-ko1,k10,石膏,gypsum,汕頭話讀本,
石路,chie̍h-lōu,chieh8-lou7,k10,石路,pavement,汕頭話讀本,
石部,chie̍h-põu,chieh8-pou6,k00,石頭,stones,汕頭話讀本,天地
石鼠,chie̍h-tshṳ́,chieh8-tshur2,k10,石鼠,rabbit,汕頭話讀本,
砧,tiam,tiam1,k00,砧板,a chopping block,汕頭話讀本,飲食|物件
破家囝,phuà-ke-kiáⁿ,phua3-ke1-kiann2,k00,敗家子,prodigal,汕頭話讀本,人|品評
破布,phuà-pòu,phua3-pou3,k10,破布,rags,汕頭話讀本,
破掉,phuà-tiàu,phua3-tiau3,k10,破掉,squander,汕頭話讀本,
破病,phuà-pēⁿ,phua3-penn7,k00,生病,sick for a long period|to be very ill for a long period,汕頭話讀本,健康
破相,phuà-sièⁿ,phua3-sienn3,k10,毀容,deformed,考釋,健康
破碎碎,phuà-tshùi-tshùi,phua3-tshui3-tshui3,k10,破碎,smash,汕頭話讀本,
破錢,phuà-chîⁿ,phua3-chinn5,k00,破費,,考釋,起居
破鏡,phuà-kiàⁿ,phua3-kiann3,k10,破鏡,scarface,汕頭話讀本,
硃砂,tsu-sa,tsu1-sa1,k10,硃砂,cinnabar,汕頭話讀本,
硝,siau,siau1,k00,硝石,saltpetre,汕頭話讀本,職業|經商
硫磺,liû-n̂g,liu5-ng5,k10,硫磺,"sulphur, brimstone",汕頭話讀本,
硬掠,ngẽ-lia̍h,nge6-liah8,k10,硬抓,force to a person|oblige,汕頭話讀本,
硬欲,ngẽ-àiⁿ,nge6-ainn3,k10,硬要,insist|persist,汕頭話讀本,
硬骹,ngẽ-kioh,nge6-kioh4,k10,苦力,coolie,汕頭話讀本,
碗公,uáⁿ-kong,uann2-kong1,k00,大碗,large bowls,汕頭話讀本,飲食|物件
碟囝,ti̍h-kiáⁿ,tih8-kiann2,k10,碟子,chinese little saucer for holding sauce,汕頭話讀本,
碰着,tiaⁿ-tie̍h,tiann1-tieh8,k10,碰着,contact,汕頭話讀本,
碰鰾,phòng-phiẽ,phong3-phie6,k10,爆竹,crackers,汕頭話讀本,職業|經商
碼囝,bé-kiáⁿ,be2-kiann2,k10,碼子,number,汕頭話讀本,
碼子,bé-chí,be2-chi2,k10,碼子,number,汕頭話讀本,
碼頭,bé-thâu,be2-thau5,k10,碼頭,jetty,汕頭話讀本,
磚窯,tsng-iê,tsng1-ie5,k10,磚窯,kiln,汕頭話讀本,
磨刀石,buâ-to-chie̍h,bua5-to1-chieh8,k10,磨刀石,whetstone,汕頭話讀本,
磨石,bō-chiéh,bo7-chieh2,k10,磨石,millstone,汕頭話讀本,
磨苦,buâ-khóu,bua5-khou2,k10,磨苦,toil,汕頭話讀本,
磽,khiau,khiau1,k00,窮,poor,汕頭話讀本,入門
祈禱,khî-táu,khi5-tau2,k10,祈禱,pray,汕頭話讀本,
祖公,tsóu-kong,tsou2-kong1,k10,祖公,ancestors,汕頭話讀本,
祖家信,tsóu-ke-sìn,tsou2-ke1-sin3,k10,祖家信,mail (from europe,汕頭話讀本,
祖母,tsóu-bó,tsou2-bo2,k10,祖母,grandmother,汕頭話讀本,
祖父,tsóu-pẽ,tsou2-pe6,k10,祖父,grandfather,汕頭話讀本,
神明,sîn-mêng,sin5-meng5,k10,神明,god heathen,汕頭話讀本,
神父,sîn-hũ,sin5-hu6,k10,神父,pastor roman catholic,汕頭話讀本,
神詩,sîn-si,sin5-si1,k10,神詩,hymn book,汕頭話讀本,
神龕,sîn-kham,sin5-kham1,k10,神龕,shrine,汕頭話讀本,
祠堂,sṳ̂-tn̂g,sur5-tng5,k10,祠堂,ancestral hall,汕頭話讀本,
禁口,kìm-kháu,kim3-khau2,k10,封鎖港口,blockade,汕頭話讀本,職業|行船
禁子,kìm-chí,kim3-chi2,k10,禁子,prison keeper,汕頭話讀本,
禁港,kím-káng,kim2-kang2,k00,封鎖港口,,汕頭話讀本,職業|行船
禁監,kìm-kam,kim3-kam1,k10,監禁,imprison,汕頭話讀本,
福氣,hok-khì,hok4-khi3,k10,福氣,blessing|happiness,汕頭話讀本,
禮拜,lói-pài,loi2-pai3,k10,星期日,sunday,汕頭話讀本,時日
禮拜堂,lói-pài-tn̂g,loi2-pai3-tng5,k10,教堂,chapel|church|church building,汕頭話讀本,宗教
禮數,lói-siàu,loi2-siau3,k10,禮數,ceremonies,汕頭話讀本,
禽獸,khîm-siù,khim5-siu3,k00,畜生,animal|beast,汕頭話讀本,動物|家禽
禿掌,thok-chiáⁿ,thok4-chiann2,k00,禿頂,,考釋,健康
私下,sai-ẽ,sai1-e6,k10,私下,private,汕頭話讀本,
私事,sai-sṳ̄,sai1-sur7,k10,私事,adultery,汕頭話讀本,
私家,sai-khia,sai1-khia1,k00,私人,private,考釋,起居
私家錢,sai-khia-chîⁿ,sai1-khia1-chinn5,k00,私房錢,,考釋,起居|物件
私心,sai-sim,sai1-sim1,k10,私心,selfish,汕頭話讀本,
租船,tsou-tsûn,tsou1-tsun5,k10,租船,charter,汕頭話讀本,
秤錘,chhìn-thûi,chhin3-thui5,k10,秤錘,a weight,汕頭話讀本,
稅,sùe,sue3,k00,租金,lease|rent|let,汕頭話讀本,職業|經商
稅務司,sùe-bũ-si,sue3-bu6-si1,k20,稅務局,commissioner of customs,汕頭話讀本,職業|經商
稅糧,la̍p-niêⁿ,lap8-nienn5,k10,納稅,tax,汕頭話讀本,
稍好,iáu-hó,iau2-ho2,k10,稍好,better,汕頭話讀本,
種作,chèng-tsoh,cheng3-tsoh4,k10,耕作,agriculture|cultivate,汕頭話讀本,
種珠,chèng-tsu,cheng3-tsu1,k10,打疫苗,vaccinate|to vacinate,汕頭話讀本,健康
種豆,chèng-tāu,cheng3-tau7,k10,打疫苗,vaccinate,汕頭話讀本,
稱誦,o-ló,o1-lo2,k00,稱讚,,汕頭話讀本,人|品評
積惡,chek-ak,chek4-ak4,k10,積惡,cruel,汕頭話讀本,
穢,ùe,ue3,k00,感染,to infect,汕頭話讀本,健康
穩當,ún-tǹg,un2-tng3,k00,穩妥,safe,汕頭話讀本,入門
空殼,khang-khak,khang1-khak4,k10,空殼,hollow,汕頭話讀本,
空肚,khang-tóu,khang1-tou2,k00,空腹,,汕頭話讀本,健康
窗,theng,theng1,k00,窗,a window,汕頭話讀本,起居|物件
窸窣,si̍h-su̍h,sih8-suh8,k10,窸窣,whisper,汕頭話讀本,
立約,li̍p-ieh,lip8-ieh4,k10,立約,covenant to make,汕頭話讀本,
童乩,tâng-ki,tang5-ki1,k10,童乩,sorcerer,汕頭話讀本,
童生,thông-seng,thong5-seng1,k10,童生,student,汕頭話讀本,
童身,tâng-sin,tang5-sin1,k10,童乩,sorcerer,汕頭話讀本,
竹器,tek-khì,tek4-khi3,k10,竹器,bamboo ware,汕頭話讀本,
竹排,tek-pâi,tek4-pai5,k00,竹筏,,汕頭話讀本,職業|行船
竹椅,tek-íⁿ,tek4-inn2,k10,竹椅,a bamboo seat,汕頭話讀本,
竹炮,tek-phàu,tek4-phau3,k10,竹炮,bombs,汕頭話讀本,
竹牌,tek-pâi,tek4-pai5,k10,竹排,raft,汕頭話讀本,
竹笋,tek-sún,tek4-sun2,k10,竹笋,bamboo shoots,汕頭話讀本,
竹篙,tek-ko,tek4-ko1,k10,竹篙,bamboo pole|pole,汕頭話讀本,
竹篙噠,tek-ko-that,tek4-ko1-that4,k10,舢舨,a sampan,汕頭話讀本,
竹蔗,tek-chià,tek4-chia3,k00,白甘蔗,sugarcane,汕頭話讀本,植物|蔬菓
第一,tõiⁿ-it,toinn6-it4,k10,第一,number one,汕頭話讀本,
第一好,tõiⁿ-it-hó,toinn6-it4-ho2,k10,最好,best,汕頭話讀本,
第二,tõiⁿ-jĩ,toinn6-ji6,k10,第二,number two,汕頭話讀本,
第尾,tõiⁿ-búe,toinn6-bue2,k10,第尾,last,汕頭話讀本,
筅,tshóiⁿ,tshoinn2,k00,刷,brush|a brush|brush it,汕頭話讀本,起居
筆架,pit-kè,pit4-ke3,k10,筆架,a penstand,汕頭話讀本,
筋,kṳn,kurn1,k00,靜脈,veins,汕頭話讀本,人|身體
筒架,tãng-kè,tang6-ke3,k10,筒架,a cupboard,汕頭話讀本,
答答滴,ta̍p-ta̍p-tih,tap8-tap8-tih4,k10,答答滴,drip,汕頭話讀本,
答背,tah-pùe,tah4-pue3,k00,背心,a waistcoat,汕頭話讀本,打扮
箍數,khou-siàu,khou1-siau3,k10,箍數,closed accounts,汕頭話讀本,
箍桶,khou-tháng,khou1-thang2,k10,箍桶,cooper,汕頭話讀本,
算埋,sǹg-buâ,sng3-bua5,k10,加,,汕頭話讀本,職業|經商
算數,sńg-siàu,sng2-siau3,k00,算賬,to make up accounts,汕頭話讀本,職業|經商
算歇,sǹg-hiah,sng3-hiah4,k10,算歇,discharge|dismiss,汕頭話讀本,
算盤,sǹg-puâⁿ,sng3-puann5,k10,算盤,abacus,汕頭話讀本,
管理,kuán-lí,kuan2-li2,k10,管理,govern|rule,汕頭話讀本,
管藥機个儂,kuán-ie̍h-kúi--kâi-nâng,kuan2-ieh8-kui2--kai5-nang5,k10,管引擎的人,,汕頭話讀本,
箭靶,chìⁿ-pá,chinn3-pa2,k10,箭靶,target,汕頭話讀本,
箸,tṳ̄,tur7,k00,筷子,chopsticks,汕頭話讀本,飲食|物件
節度,tsat-tōu,tsat4-tou7,k10,節度,temperance,汕頭話讀本,
簸箕,puà-ki,pua3-ki1,k10,簸箕,sieve for winnowing,汕頭話讀本,
簽名,chhiam-miâⁿ,chhiam1-miann5,k10,簽名,register|sign to|to sign,汕頭話讀本,
簿囝,phõu-kiáⁿ,phou6-kiann2,k00,本子,notebook,汕頭話讀本,職業|經商
籐牌,tin-pâi,tin1-pai5,k00,盾牌,shield,汕頭話讀本,戰爭
米篩,bí-thai,bi2-thai1,k10,米篩,bolter|sieve,汕頭話讀本,
米籮,bí-lô,bi2-lo5,k10,米籮,bolter|sieve,汕頭話讀本,
米糧,bí-niêⁿ,bi2-nienn5,k10,米糧,food,汕頭話讀本,
粉鳥,hún-chiáu,hun2-chiau2,k00,鴿子,pigeon,汕頭話讀本,動物|鳥
粗,tshou,tshou1,k00,粗糙,coarse|rough,汕頭話讀本,入門
粗略,tshó-lia̍k,tsho2-liak8,k10,粗略,tolerably,汕頭話讀本,
粗笨,tshou-pũn,tshou1-pun6,k00,粗笨,,斐姑娘字典,人|品評
粗糠,tshou-khng,tshou1-khng1,k10,粗糠,chaff,汕頭話讀本,
粟倉,chhek-tshng,chhek4-tshng1,k10,穀倉,barn,汕頭話讀本,飲食
粮差,niêⁿ-chhe,nienn5-chhe1,k10,粮差,tax collector,汕頭話讀本,
粿,kúe,kue2,k00,蛋糕,cakes|cake,汕頭話讀本,飲食
糖敲,thn̂g-khà,thng5-kha3,k10,糖果,sweetmeats,汕頭話讀本,
糖料,thn̂g-liāu,thng5-liau7,k10,糖果,sweetmeats,汕頭話讀本,
糖水,thn̂g-tsúi,thng5-tsui2,k10,糖水,molasses|syrupt,汕頭話讀本,
糖罐,thn̂g-kuàn,thng5-kuan3,k10,糖罐,a sugar basin,汕頭話讀本,
糜,mî,mi5,k00,腐爛,"tender, soft; rotten (of fruit.)",汕頭話讀本,飲食
糜,mûe,mue5,k00,粥,congee,汕頭話讀本,飲食
糜骹,mî-kha,mi5-kha1,k10,爛腳,ulcerated leg|a bad leg,汕頭話讀本,
糞斗,pùn-táu,pun3-tau2,k00,簸箕,a shovel,汕頭話讀本,起居|物件
糞箕,pùn-ki,pun3-ki1,k00,簸箕,baskets for removing rubbish,汕頭話讀本,起居|物件
糞耙,pùn-pê,pun3-pe5,k10,糞耙,a gardenrake,汕頭話讀本,
糟蹋,tak-nn̄g,tak4-nng7,k00,浪費,,汕頭話讀本,飲食
紀念,kì-liãm,ki3-liam6,k10,紀念,remember,汕頭話讀本,
約,ieh,ieh4,k00,猜,covenant|guess,汕頭話讀本,人|行動
約字,ieh-jī,ieh4-ji7,k10,合同,contract,汕頭話讀本,
約量,iak-liãng,iak4-liang6,k10,大約,about,汕頭話讀本,入門
紅心,âng-sim,ang5-sim1,k10,紅心,target centre of,汕頭話讀本,
紅磚,âng-tsng,ang5-tsng1,k10,紅磚,bricks,汕頭話讀本,
紅花女,âng-hue-nńg,ang5-hue1-nng2,k10,紅花女,virgin,汕頭話讀本,
紅藥,âng-ie̍h,ang5-ieh8,k00,止痛藥,painkiller,汕頭話讀本,健康
紅銅,âng-tâng,ang5-tang5,k10,黃銅,brass,汕頭話讀本,職業|經商
紅頭船,âng-thâu-tsûn,ang5-thau5-tsun5,k10,帆船,a junk,汕頭話讀本,職業|行船
紅鰽,âng-tsô,ang5-tso5,k10,紅鰽,redfish,汕頭話讀本,
納餉,la̍p-hiàng,lap8-hiang3,k10,納稅,"duty, to pay",汕頭話讀本,職業|經商
紙字,tsuá-jī,tsua2-ji7,k00,鈔票,banknote,汕頭話讀本,職業|經商
紙煤,tsuá-bûe,tsua2-bue5,k00,紙捻,spill,汕頭話讀本,職業|經商
紙牌,tsuá-pâi,tsua2-pai5,k10,紙牌,card playing,汕頭話讀本,
紙花,tsuá-hue,tsua2-hue1,k00,假花,artificial flowers,汕頭話讀本,職業|經商
紙輦燈,chuá-luán-teng,chua2-luan2-teng1,k10,紙輦燈,a paper spill,汕頭話讀本,
紜紜,ûn-ûn,un5-un5,k10,紜紜,slowly and carefully,汕頭話讀本,
紡,pháng,phang2,k00,驅動,to propel,汕頭話讀本,職業|行船
索,soh,soh4,k00,繩子,ropes,汕頭話讀本,職業|行船
索囝,soh-kiáⁿ,soh4-kiann2,k00,繩子,string|twine,汕頭話讀本,起居|物件
紮來,tsah--lâi,tsah4--lai5,k10,帶來,bring,汕頭話讀本,
累汝,lūi--lṳ́,lui7--lur2,k10,勞煩你,thank obliged,汕頭話讀本,
細,sòi,soi3,k00,小,junior|small,汕頭話讀本,入門
細囝,sòi-kiáⁿ,soi3-kiann2,k10,小兒子,infant,汕頭話讀本,
細姑,sòi-kou,soi3-kou1,k10,小姑,paternal aunt|husband's younger sister,汕頭話讀本,
細姨,sòi-î,soi3-i5,k10,小姨,maternal aunt,汕頭話讀本,
細字,sòi-jī,soi3-ji7,k00,仔細,careful,汕頭話讀本,入門
細官,sòi-kuaⁿ,soi3-kuann1,k10,小官,mandarin low rank,汕頭話讀本,
細舅,sòi-kũ,soi3-ku6,k10,小舅,maternal uncle,汕頭話讀本,
細詳,sòi-siâng,soi3-siang5,k10,細詳,particulars,汕頭話讀本,
終久,tsong-kú,tsong1-ku2,k00,總是,always|constantly,汕頭話讀本,時日
絆着,kûe--tie̍h,kue5--tieh8,k10,絆着,stumble,汕頭話讀本,
絆鞭,phuân-piⁿ,phuan5-pinn1,k10,絆鞭,coil,汕頭話讀本,
結凍,kit-tàng,kit4-tang3,k00,凍結,congeal,汕頭話讀本,天地
結案,kat-uàⁿ,kat4-uann3,k10,結案,decide in law,汕頭話讀本,
結疕,kit-phí,kit4-phi2,k00,結痂,scab to become covered with,汕頭話讀本,健康
結直,kat-ti̍t,kat4-tit8,k10,結直,decide in law,汕頭話讀本,
絞死,liû-sí,liu5-si2,k10,絞死,strangle to death,汕頭話讀本,
絨,zông,zong5,k00,絨,velvet,汕頭話讀本,職業|經商
絲線,si-suàⁿ,si1-suann3,k10,絲線,silk thread,汕頭話讀本,
綁骹臁,páng-kha-liâm,pang2-kha1-liam5,k10,纏足,ulcerated leg,汕頭話讀本,
綑條,kún-tiâu,kun2-tiau5,k10,綑條,"tape, for dress",汕頭話讀本,
經布,keⁿ-pòu,kenn1-pou3,k10,織布,weave,汕頭話讀本,
綱膠,māng-ka,mang7-ka1,k10,波羅蜜,jackfruit,汕頭話讀本,植物|蔬菓
綱黑,māng-hek,mang7-hek4,k10,山竹,mangoostine,汕頭話讀本,植物|蔬菓
線索,suàⁿ-soh,suann3-soh4,k10,線索,spy,汕頭話讀本,
緞鞋,tn̄g-ôi,tng7-oi5,k10,緞鞋,"shoes, satin",汕頭話讀本,
緣故,uân-kù,uan5-ku3,k00,原因,cause|reason,汕頭話讀本,入門
縛,pa̍k,pak8,k00,綁,fasten|tie|farm,汕頭話讀本,人|行動
縛船,pa̍k-tsûn,pak8-tsun5,k10,綁船,charter|charter a ship,汕頭話讀本,
縣官,kūiⁿ-kuaⁿ,kuinn7-kuann1,k10,縣官,magistrate,汕頭話讀本,
縫,thīⁿ,thinn7,k00,縫,sew|to sew,汕頭話讀本,打扮
總是,tsòng-sĩ,tsong3-si6,k10,總是,but,汕頭話讀本,
總督,tsóng-tok,tsong2-tok4,k10,總督,viceroy,汕頭話讀本,
總簿,tsóng-phõu,tsong2-phou6,k10,總賬,a ledger,汕頭話讀本,職業|經商
繡花,siù-hue,siu3-hue1,k10,繡花,embroider|embroidery,汕頭話讀本,
繼母,kì-bó,ki3-bo2,k10,繼母,mother step,汕頭話讀本,
繼父,kì-pẽ,ki3-pe6,k10,繼父,father step,汕頭話讀本,
纏骹,tîⁿ-kha,tinn5-kha1,k10,纏足,bind feet,汕頭話讀本,
缺喙,khih-tshùi,khih4-tshui3,k00,唇裂,harelip,汕頭話讀本,健康
罕得,hán-tit,han2-tit4,k10,很少,seldom,汕頭話讀本,入門
置營,tì-iâⁿ,ti3-iann5,k10,紮營,encamp,汕頭話讀本,戰爭
罰銀,hua̍t-ngṳ̂n,huat8-ngurn5,k10,罰錢,fine,汕頭話讀本,
罷職,pã-cheh,pa6-cheh4,k10,免職,dismiss as an official|dismiss,汕頭話讀本,
羅絲轉,lô-si-zuán,lo5-si1-zuan2,k10,羅絲轉,a screw,汕頭話讀本,
羅絲釘,lô-si-teng,lo5-si1-teng1,k10,羅絲釘,a screw,汕頭話讀本,
羅經,lô-keⁿ,lo5-kenn1,k00,羅盤,compass|a compass,汕頭話讀本,職業|行船
羅網,lô-māng,lo5-mang7,k10,羅網,snare,汕頭話讀本,
羊毛,iêⁿ-mô,ienn5-mo5,k10,羊毛,wool,汕頭話讀本,
羔丕,ko-pî,ko1-pi5,k10,咖啡,coffee,汕頭話讀本,飲食
羔丕磨,ko-pî-bō,ko1-pi5-bo7,k10,咖啡機,a coffee mill,汕頭話讀本,飲食|物件
羔丕罐,ko-pî-kuàn,ko1-pi5-kuan3,k10,咖啡罐,a coffee pot,汕頭話讀本,
羼隊,tshãn-tūi,tshan6-tui7,k10,插隊,,考釋,人|行動
羽毛,ú-mô,u2-mo5,k10,羽毛,camlet,汕頭話讀本,
羽紗,ú-se,u2-se1,k10,羽紗,camlet,汕頭話讀本,
羽綾,ú-lêng,u2-leng5,k10,羽綾,lasting,汕頭話讀本,
翁姐,ang-chiá,ang1-chia2,k00,夫妻,,考釋,人|稱呼
翁姐囝,ang-chiá-kiáⁿ,ang1-chia2-kiann2,k00,小兩口,,考釋,人|稱呼
翕,hip,hip4,k00,悶,"close|to steam, as potatoes, taro &c",汕頭話讀本,入門
翕小影,hoh-siáu-iáⁿ,hoh4-siau2-iann2,k10,攝影,photograph to take,汕頭話讀本,
翕死,hip-sí,hip4-si2,k10,悶死,smother|suffocate,汕頭話讀本,
