teochew_puj_flat,teochew_puj,teochew,mandarin,en
tin3 lou7,tìn-lōu,鎮路,鎮路,
tin3 lou7,tìn-lōu,鎭路,鎮路,
tin3 tang,tìn-tang,鎮中,鎮中,
tin3 tang,tìn-tang,鎭中,鎮中,
tin5 ai,tîn-ai,塵埃,,
tin5 pai5,tîn-pâi,藤牌,盾牌,
tinn5 kha,tîⁿ-kha,纏骹,纏足,
tinn5 kha,tîⁿ-kha,纏腳,纏足,
tiou3 am6,tiòu-ãm,吊頷,吊頸,
tiou3 kue,tiòu-kue,吊瓜,吊瓜,
tiou3 thang2,tiòu-tháng,吊桶,吊桶,
tiou6 tsuan,tiõu-tsuan,刁鑽,刁鑽,
tit i3,tit-ì,得意,得意,
tit li6,tit-lĩ,得利,得利,
tit png7,tit-pn̄g,得飯,依賴,
tit tieh8,tit--tie̍h,得着,得到,
tit tso6 tieh8,tit-tsõ--tie̍h,得坐着,得罪,
tit tsue6,tit-tsũe,得罪,得罪,
tit tsue6 tieh8 nang5,tit-tsũe--tie̍h-nâng,得罪着儂,得罪了人,
tit tsue6 tieh8 nang5,tit-tsũe--tie̍h-nâng,得罪着人,得罪了人,
tit8 chhiang5,ti̍t-chhiâng,直腸,,
tit8 thau3,ti̍t-thàu,直透,直達,
tng ke,tng-ke,當家,,
tng tsho,tng-tsho,當初,,
tng3 phie3,tǹg-phiè,當票,當票,
tng3 phou3,tǹg-phòu,當舖,當舖,
tng3 tsu2,tǹg-tsú,當主,承押人,
tng5 hun2,tn̂g-hún,腸粉,,
tng5 inn2,tn̂g-íⁿ,長椅,長椅,
tng5 nang5,tn̂g-nâng,唐儂,中國人,
tng5 nang5,tn̂g-nâng,唐人,中國人,
tng5 sann,tn̂g-saⁿ,長衫,長衫,
tng5 suann,tn̂g-suaⁿ,唐山,中國,
tng5 to2,tn̂g-tó,長短,,
tng6 chhui3,tñg-chhùi,盪喙,漱口,
tng6 chhui3,tñg-chhùi,盪嘴,漱口,
tng6 khui3,tñg-khùi,斷氣,斷氣,
tng6 miann7,tñg-miāⁿ,長命,長命,
tng7 oi5,tn̄g-ôi,緞鞋,緞鞋,
to ke3,to-kè,刀架,刀架,
to khah,to-khah,刀殼,刀鞘,
to kiann2,to-kiáⁿ,刀囝,刀子,
to nek8,to-ne̍k,刀肉,刀背,
to2 tienn3,tó-tièⁿ,倒賬,倒閉,
to3 chhiu2,tò-chhiú,倒手,左手,
to3 chiu2,tò-chiú,倒酒,倒酒,
to3 iu5,tò-iû,倒油,倒油,
to3 poinn2,tò-póiⁿ,倒反,反過來,
to3 tah8,tò-ta̍h,倒誻,囉嗦,
to3 te5,tò tê,倒茶,,
to3 tiou3,tò-tiòu,倒掉,倒掉,
to5 lan7,tô-lān,逃難,,
to6 li2,tõ-lí,道理,道理,
to6 tsun5,tõ-tsûn,在船,在船,
toh8 hue2,to̍h-húe,着火,着火,
toi2 ie,tói-ie,肚腰,荷包,
toi2 tsur2,tói-tsṳ́,底子,原件,
toi5 chinn5,tôi-chîⁿ,題錢,捐錢,
toinn2 khoi3,tóiⁿ-khòi,典契,抵押契據,
toinn2 tsu2,tóiⁿ-tsú,典主,抵押人,
toinn6 bue2,tõiⁿ-búe,第尾,第尾,
toinn6 it,tõiⁿ-it,第一,第一,
toinn6 it ho2,tõiⁿ-it-hó,第一好,最好,
toinn6 ji7,tõiⁿ-jī,第二,第二,
toinn7 tsha5,tōiⁿ-tshâ,𠕆柴,硬木,
tok,tok,諑,毀謗,
tok kang,tok-kang,督工,監工,
tok tng6,tok-tñg,斫斷,,
tok tng6,tok-tñg,斲斷,,
tok tsho7,tok-tshō,斫脞,剁碎,
tok tsho7,tok-tshō,剁脞,剁碎,
tong kan,tong-kan,中間,,
tong kim,tong-kim,中今,現在,
tong kok,tong-kok,中國,中國,
tong ngou2,tong-ngóu,中午,中午,
tong pan7,tong-pān,中辦,中辦,
tong po2,tong-pó,中保,中介,
tong sim,tong-sim,中心,中心,
tong tit8,tong-ti̍t,忠直,忠直,
tong3 enn5,tòng-êⁿ,棟樑,棟樑,
tong3 m6 tiou5,tòng-m̃-tiôu,擋毋條,受不了,
tong3 m6 tiou5,tòng-m̃-tiôu,擋唔條,受不了,
tong6 kak,tõng-kak,動角,手杖,
tong7 mng5,tōng-mn̂g,撞門,,
tou2 khun3,tóu khùn,肚困,飢餓,
tou2 siap,tóu-siap,肚澀,便秘,
tou2 thiann3,tóu-thiàⁿ,肚痛,肚子痛,
tou2 tsai5,tóu-tsâi,肚臍,肚臍,
tou3 chhiu5,tòu-chhiû,鬥仇,鬥仇,
tou3 huru6,tòu-hṳ̃u,鬥恨,鬥恨,
tou5 pun3,tôu-pùn,塗糞,垃圾,
tou7 tsun5,tōu-tsûn,渡船,航船,
tsa bou2,tsa-bóu,諸母,,
tsa bou2,tsa-bóu,諸𡚸,,
tsa bou2,tsa-bóu,諸𡚸,女人,
tsa bou2 kuan2,tsa-bóu-kuán,諸𡚸館,妓院,
tsa jit8,tsa-ji̍t,昨日,昨天,
tsa menn5,tsa-mêⁿ,昨夜,昨夜,
tsa menn5,tsa-mêⁿ,昨暝,昨夜,
tsa pi5,tsa-pî,扎啤,,
tsa2 khun3,tsá khùn,早睏,,
tsa2 sin5,tsá-sîn,早晨,早晨,
tsa2 tsa2,tsá-tsá,早早,早早,
tsah lai5,tsah--lâi,紮來,帶來,
tsah8 lou7,tsa̍h-lōu,閘路,閘路,
tsai a,tsai--a,知亞,知道,
tsai kuan,tsai-kuan,知觀,當心,
tsai nang5 chheng5,tsai-nâng-chhêng,知儂情,懂人情,
tsai nang5 chheng5,tsai-nâng-chhêng,知人情,懂人情,
tsai2 siang3,tsái-siàng,宰相,宰相,
tsai3 hue3,tsài-hùe,載貨,載貨,
tsak tieh8,tsak--tie̍h,攪着,攪擾到,
tsam2 thau5,tsám-thâu,斬頭,斬頭,
tsan3 pang2,tsàn-páng,棧房,倉庫,
tsan3 tang5,tsàn-tâng,贊同,,
tsan3 tham3,tsàn-thàm,讚嘆,,
tsang,tsang,鬃,髮髻,
tsang sek,tsang-sek,棕色,棕色,
tsang sui,tsang-sui,棕蓑,蓑衣,
tsang6 khi3,tsãng-khì,臟器,,
tsap2 it,tsap2-it,十一,十一,
tsap8 chip8,tsa̍p-chi̍p,雜疾,不舒坦,
tsap8 hue3,tsa̍p-hùe,什貨,什貨,
tsap8 ji7,tsa̍p-jī,十二,十二,
tsap8 ji7 ke3,tsa̍p-jī-kè,十字架,十字架,
tsap8 kai3,tsa̍p-kài,十戒,十戒,
tsap8 mueh8,tsa̍p-mu̍eh,什物,什物,
tsap8 mueh8,tsa̍p-mu̍eh,雜物,雜物,
tsat tou7,tsat-tōu,節度,節度,
tsau2 be2 lau5,tsáu-bé-lâu,走馬樓,走馬樓,
tsau2 bun5 tsur,tsáu-bûn-tsṳ,走文書,走文書,
tsau2 hiang3,tsáu-hiàng,走餉,避稅,
tsau2 khi2,tsáu-khí,早起,起床,
tsau2 khur3 tiam3,tsáu-khṳ̀-tiàm,走去坫,走去藏,
tsau2 kiann2,tsáu-kiáⁿ,走囝,女兒,
tsau2 kui2,tsáu-kúi,走鬼,妾,
tsau2 sun,tsáu-sun,走孫,孫女,
tsau3 thau5,tsàu-thâu,灶頭,灶台,
tsau3 thau5,tsàu-thâu,竈頭,灶台,
tsau6 hue3,tsãu-hùe,造化,造化,
tsha m6 to,tsha-m̃-to,差毋多,差不多,
tsha m6 to,tsha-m̃-to,差唔多,差不多,
tsha put to,tsha-put-to,差不多,差不多,
tsha siu,tsha-siu,柴梳,木梳,
tsha tsho3,tsha-tshò,差錯,,
tsha tsho3,tsha-tshò,差錯,差錯,
tsha5 chhin3,tshâ-chhìn,柴秤,木秤,
tsha5 go5,tshâ-gô,柴鵝,呆鵝,
tsha5 kong3,tshâ-kòng,柴貢,愚蠢,
tsha5 mak8,tshâ-ma̍k,柴目,木節,
tsha5 oi5,tshâ-ôi,柴鞋,木屐,
tsha5 phue3 thiu,tshâ-phùe-thiu,柴杮抽,柴杮抽,
tsha5 thau5,tshâ-thâu,柴頭,木頭人,
tsha5 thui5,tshâ-thûi,柴槌,棍棒,
tshah tshan6,tshah-tshãn,插羼,爭前,
tshah tshan6,tshah-tshãn,挿羼,爭前,
tshai2 nap8,tshái-na̍p,採納,,
tshai2 sek,tshái-sek,彩色,,
tshai3 pou2,tshài-póu,菜脯,菜脯,
tshai3 tau7,tshài-tāu,菜豆,豆角,
tshai3 thau5,tshài-thâu,菜頭,白蘿蔔,
tshai3 thau5 khau2,tshài-thâu-kháu,菜頭槁,(醃製)蘿蔔條,
tshai5 chheng5,tshâi-chhêng,才情,才情,
tshai5 hong5,tshâi-hông,裁縫,裁縫,
tshai5 hu3,tshâi-hù,財副,會計,
tshai5 kan3,tshâi-kàn,才幹,,
tshai5 khi3,tshâi-khì,財氣,幸運,
tshai5 lang5,tshâi-lâng,豺狼,,
tshai5 lang5,tshâi-lâng,豺狼,豺狼,
tshai5 tsu2,tshâi-tsú,財主,財主,
tshak tsap8,tshak-tsa̍p,錯雜,,
tshak8 kiann2,tsha̍k-kiáⁿ,鑿囝,鑿子,
tsham chhi,tsham-chhi,參差,,
tsham siang5,tsham-siâng,參詳,參詳,
tsham ur2,tsham-ṳ́,參與,,
tsham3 tshui3,tshàm-tshùi,零碎,零碎,
tshan2 penn5,tshán-pêⁿ,鏟平,,
tshan5 hng5,tshân-hn̂g,田園,田園,
tshan5 lo5,tshân-lô,田螺,田螺,
tshan5 ti7,tshân-tī,田地,田地,
tshan5 tsu2,tshân-tsú,田主,田主,
tshan6 tui7,tshãn-tūi,羼隊,插隊,
tshang huang5,tshang-huâng,倉皇,,
tshang peh8,tshang-pe̍h,蒼白,蒼白,
tshang thau5,tshang-thâu,蔥頭,蔥頭,
tshang3 iann5,tshàng-iâⁿ,創營,露營,
tshang3 kue3,tshàng-kùe,創過,侵佔,
tshap hong5 ka3,tshap-hông-kà,入奉教,入奉教,
tshap hue6,tshap-hũe,插會,入會,
tshap nang5 kai5 sur7,tshap-nâng-kâi-sṳ̄,插儂嘅事,多管閒事,
tshap nang5 kai5 sur7,tshap-nâng-kâi-sṳ̄,插人嘅事,多管閒事,
tshat khi3,tshat-khì,漆器,漆器,
tshau lien7,tshau-liēn,操練,,
tshau lien7,tshau-liēn,操練,操練,
tshau2 bak8,tsháu-ba̍k,草木,,
tshau2 bo7,tsháu-bō,草帽,草帽,
tshau2 chhieh8,tsháu-chhie̍h,草蓆,草蓆,
tshau2 liou2,tsháu-lióu,草寮,草寮,
tshau2 menn2,tsháu-méⁿ,草蟒,草蟒,
tshau2 ngan2,tsháu-ngán,草眼,草眼,
tshau2 oi5,tsháu-ôi,草鞋,草鞋,
tshau2 pou,tsháu-pou,草埔,草坪,
tshau2 tienn5,tsháu-tiêⁿ,草場,草場,
tshau3 nang5,tshàu-nâng,臭儂,惡棍,
tshau3 nang5,tshàu-nâng,臭人,惡棍,
tshau3 thau5,tshàu-thâu,臭頭,光頭,
tshau3 tsho,tshàu-tsho,臭臊,腥臊,
tshau5 tshau3,tshâu tshàu,曹操,,
tshng hinn6,tshng hĩⁿ,穿耳,,
tshng khou3,tshng-khòu,倉庫,,
tshng3 khang,tshǹg-khang,剌空,鑽孔,
tshng5 kuinn7,tshn̂g-kūiⁿ,床櫃,床櫃,
tshng5 kuinn7,tshn̂g-kūiⁿ,牀櫃,床櫃,
tshng5 pou3,tshn̂g-pòu,床布,桌布,
tshng5 pou3,tshn̂g-pòu,牀布,桌布,
tshng5 teng2,tshn̂g-téng,床頂,桌上,
tshng5 teng2,tshn̂g-téng,牀頂,桌上,
tsho,tsho,臊,腥,
tsho thau5 e7,tsho-thâu-ē,初頭下,初次,
tsho2 ji7,tshó-jī,草字,草字,
tsho2 ko2,tshó-kó,草稿,,
tsho2 ko2,tshó-kó,草稿,草稿,
tsho2 liak8,tshó-lia̍k,粗略,粗略,
tsho3 gou7,tshò-gōu,錯誤,,
tshoh,tshoh,錯,嗆,
tshoh au5,tshoh âu,錯喉,,
tshoinn buan7,tshoiⁿ-buān,千萬,,
tshoinn khiok,tshoiⁿ-khiok,千克,,
tshoinn li2 kiann3,tshoiⁿ-lí-kiàⁿ,千里鏡,望遠鏡,
tshoinn2 thun5,tshóiⁿ-thûn,筅塵,,
tshong khek,tshong-khek,衝擊,,
tshong kong,tshong-kong,充公,充公,
tshong kun,tshong-kun,充軍,充軍,
tshong te5,tshong tê,沖茶,,
tshong3 kenn3,tshòng-kèⁿ,衝勁,,
tshou khng,tshou-khng,粗糠,粗糠,
tshou pun6,tshou-pũn,粗笨,,
tshou pun6,tshou-pũn,粗笨,粗笨,
tshu sue3,tshu-sùe,厝稅,房租,
tshu2 li2,tshú-lí,處理,,
tshu2 sia3,tshú-sià,取捨,,
tshu3 bi7,tshù-bī,趣味,有趣,
tshu3 hia6,tshù-hiã,厝瓦,房瓦,
tshu3 kek8,tshù-ke̍k,厝局,建築設計圖,
tshu3 kiann2,tshù-kiáⁿ,厝囝,小房子,
tshu3 pinn,tshù-piⁿ,厝邊,,
tshu3 pinn,tshù-piⁿ,厝邊,鄰居,
tshu3 teng2,tshù-téng,厝頂,房頂,
tshu3 tou5,tshù-tôu,厝圖,建築設計圖,
tshu3 tsu2,tshù-tsú,厝主,房東,
tshua7 bou2,tshuā-bóu,娶𡚸,娶老婆,
tshua7 chhin,tshuā-chhin,娶親,娶親,
tshua7 tsau2,tshuā-tsáu,娶走,娶走,
tshua7 tsui2,tshuā-tsúi,帶水,領港員,
tshuan tshak8,tshuan-tsha̍k,穿鑿,,
tshuan5 khuan5,tshuân-khuân,全權,全權,
tshuan5 zu2,tshuân-zú,全愈,全愈,
tshuann3 mng5,tshuàⁿ-mn̂g,閂門,閂門,
tshuat iau3,tshuat-iàu,撮要,,
tshue,tshue,炊,蒸,
tshue7 tieh8,tshūe--tie̍h,覓着,找到,
tshui kin2,tshui-kín,催緊,催促,
tshui pek,tshui-pek,催迫,催討,
tshui piann3,tshui-piàⁿ,催拚,催促,
tshui3 lim5 phue5,tshùi-lîm-phûe,喙臨皮,嘴皮,
tshui3 lim5 phue5,tshùi-lîm-phûe,嘴臨皮,嘴皮,
tshun3 chhieh,tshùn-chhieh,寸尺,,
tshun3 chhieh,tshùn-chhieh,寸尺,尺寸,
tshun3 chin3,tshùn-chìn,寸進,進步,
tshun5 chih,tshûn-chih,存摺,,
tshur2 khak tshau2,tshṳ́-khak-tsháu,鼠麴草,,
tshut chhiam,tshut-chhiam,出簽,出簽,
tshut gua7 nang5,tshut-guā-nâng,出外儂,陌生人,
tshut gua7 nang5,tshut-guā-nâng,出外人,陌生人,
tshut hue3,tshut-hùe,出貨,出貨,
tshut ji7 peh8,tshut-jī-pe̍h,出字白,登佈告,
tshut khau2 hue3,tshut-kháu-hùe,出口貨,出口商品,
tshut khur3,tshut--khṳ̀,出去,出去,
tshut lat8,tshut-la̍t,出力,出力,
tshut miann5,tshut-miâⁿ,出名,出名,
tshut mng,tshut-mng,出門,出門,
tshut phie3,tshut-phiè,出票,出票,
tshut si3,tshut-sì,出世,出世,
tshut so2 hui3,tshut-só-hùi,出所費,出費用,
tshut suann,tshut-suaⁿ,出山,出山,
tshut tau7,tshut-tāu,出痘,水痘,
tshut tsu,tshut-tsu,出珠,天花,
tsng ie5,tsng-iê,磚窯,磚窯,
tsng ke,tsng-ke,桩家,莊家,
tsng liam5,tsng-liâm,裝奩,,
tsng2 kah,tsńg-kah,指甲,指甲,
tsng3 khang,tsǹg-khang,鑽空,鑽空,
tsng3 kiann2,tsǹg-kiáⁿ,鑽囝,鑽子,
tsnng2 thau5 kong,tsnńg-thâu-kong,指頭公,拇指,
tso3 chhin,tsò-chhin,做親,結親,
tso3 chhit,tsò-chhit,做七,燒七,
tso3 chiann5,tsò chiâⁿ,做成,,
tso3 chiann5,tsò-chiâⁿ,做成,做成,
tso3 chienn7 puann5,tsò-chiēⁿ-puâⁿ,做上盤,批發交易,
tso3 hap8 tang5,tsò-ha̍p-tâng,做合同,做合同,
tso3 kang,tsò-kang,做工,做工,
tso3 kha chhiu2,tsò-kha-chhiú,做骹手,動手腳,
tso3 kha chhiu2,tsò-kha-chhiú,做腳手,動手腳,
tso3 kong chhin,tsò-kong-chhin,做公親,公斷,
tso3 ninn5,tsò-nîⁿ,怎呢,怎麼,
tso3 ninn5 chiah8,tsò-nîⁿ-chia̍h,怎呢食,怎麼吃,
tso3 pa2 hi3,tsò-pá-hì,做飽戲,做把戲,
tso3 pu5,tsò-pû,做堆,,
tso3 pu5,tsò-pû,做包,一起,
tso3 pun nang5,tsò--pun-nâng,配分儂,許配,
tso3 pun nang5,tsò--pun-nâng,配分人,許配,
tso3 sann khou3,tsò-saⁿ-khòu,做衫褲,做衣服,
tso3 senn jit8,tsò-seⁿ-ji̍t,做生日,過生日,
tso3 suann3,tsò-suàⁿ,做線,監視,
tso3 thau5,tsò-thâu,做頭,做老大,
tso3 toh,tsò-toh,做桌,做桌,
tso3 tshat8,tsò-tsha̍t,做賊,做賊,
tso3 tsoih,tsò-tsoih,做節,過節,
tso3 tsur,tsò-tsṳ,做書,著書,
tso5 thau5 nek8,tsô-thâu-ne̍k,槽頭肉,豬頭肉,
tso6 hoh ku2 lo7,tsõ-hoh-kú--lō,坐酷久了,坐很久了,
tso6 tng5,tsõ-tn̂g,坐堂,坐堂,
tso6 tsun5,tsõ-tsûn,造船,造船,
tso6 ui7,tsõ-ūi,坐位,坐位,
tsoh hue kang,tsoh-hue-kang,作灰工,做灰工,
tsoh kang,tsoh-kang,作工,工作,
tsoh khang khue3,tsoh-khang-khùe,作工課,工作,
tsoh tshan5 nang5,tsoh-tshân-nâng,作田儂,農民,
tsoh tshan5 nang5,tsoh-tshân-nâng,作田人,農民,
tsoinn5 au6,tsôiⁿ-ãu,前後,前後,
tsoinn5 khi2,tsôiⁿ-khí,前齒,門牙,
tsoinn5 phok au6 ki3,tsôiⁿ-phok-ãu-kì,前仆後繼,,
tsong ku2,tsong-kú,終久,總是,
tsong2 phou6,tsóng-phõu,總簿,總賬,
tsong2 tok,tsóng-tok,總督,總督,
tsong3 si6,tsòng-sĩ,總是,總是,
tsou tsun5,tsou-tsûn,租船,租船,
tsou2 bo2,tsóu-bó,祖母,祖母,
tsou2 ke sin3,tsóu-ke-sìn,祖家信,祖家信,
tsou2 kong,tsóu-kong,祖公,祖公,
tsou2 pe6,tsóu-pẽ,祖父,祖父,
tsu pou3,tsu-pòu,朱布,朱布,
tsu sa,tsu-sa,硃砂,硃砂,
tsu2 i3,tsú-ì,主意,主意,
tsu3 chheh,tsù-chheh,註冊,,
tsu3 i3,tsù-ì,注意,,
tsu3 koi2,tsù-kói,註解,,
tsu3 sia7,tsù-siā,注射,,
tsu3 siau,tsù-siau,註銷,,
tsu3 thih,tsù-thih,鑄鐵,鑄鐵,
tsu6 tsak,tsũ-tsak,駐紮,,
tsua2 bue5,tsuá-bûe,紙煤,紙捻,
tsua2 hue,tsuá-hue,紙花,假花,
tsua2 ji7,tsuá-jī,紙字,鈔票,
tsua2 pai5,tsuá-pâi,紙牌,紙牌,
tsua2 sinn3,tsuá-sìⁿ,紙扇,,
tsua7 tsua7,tsuā-tsuā,次次,每次,
tsuan sim,tsuan-sim,專心,專心,
tsue6 ak,tsũe-ak,罪惡,,
tsue6 ak lui2 lui2,tsũe-ak-lúi-lúi,罪惡纍纍,,
tsue7,tsūe,襊,褶皺,
tsui hut8,tsui-hu̍t,脧核,睪丸,
tsui2 chhia,tsúi-chhia,水車,,
tsui2 gu5,tsúi-gû,水牛,水牛,
tsui2 in,tsúi-in,水煙,蒸汽,
tsui2 kau,tsúi-kau,水溝,水溝,
tsui2 kau,tsúi-kau,溝水,溝水,
tsui2 kng,tsúi-kng,水缸,水缸,
tsui2 koi,tsúi-koi,水雞,青蛙,
tsui2 kou2,tsúi-kóu,水鼓,水鼓,
tsui2 kuan3,tsúi-kuàn,水罐,水罐,
tsui2 ngurn5,tsúi-ngṳ̂n,水銀,水銀,
tsui2 ninn5,tsúi-nîⁿ,水呢,粗花呢,
tsui2 pha,tsúi-pha,水脬,膀胱,
tsui2 siu2,tsúi-siú,水手,水手,
tsui2 thang2,tsúi-tháng,水桶,水桶,
tsui2 thiu,tsúi-thiu,水抽,水泵,
tsui2 thou2,tsúi-thóu,水土,水土,
tsui2 tsuann5,tsúi-tsuâⁿ,水泉,泉水,
tsui6,tsũi,脧,(男孩)生殖器,
tsun kui,tsun-kui,尊貴,尊貴,
tsun2 hur2,tsún-hṳ́,准許,,
tsun2 pi6,tsún-pĩ,準備,,
tsun5 bue2,tsûn-búe,船尾,船尾,
tsun5 bue2 lau5,tsûn-búe-lâu,船尾樓,船尾樓,
tsun5 kiann2,tsûn-kiáⁿ,船囝,舢舨,
tsun5 teng2,tsûn-téng,船頂,船頂,
tsun5 thau5,tsûn-thâu,船頭,船頭,
tsun5 tin3 tang,tsûn-tìn-tang,船鎮中,船鎮中,
tsun5 tin3 tang,tsûn-tìn-tang,船鎭中,船鎮中,
tsun5 tsou,tsûn-tsou,船租,船費,
tsun5 tsu2,tsûn-tsú,船主,船長,
tsun6 chiah8,tsũn-chia̍h,撰食,,
tsun6 tiou3,tsũn-tiòu,捘掉,扭去,
tsur che,tsṳ-che,書齋,書齋,
tsur chheh,tsṳ-chheh,書冊,書本,
tsur inn7,tsṳ-īⁿ,書院,書院,
tsur kim,tsṳ-kim,書金,學費,
tsur nienn5,tsṳ-niêⁿ,諸娘,女子,
tsur nienn5,tsṳ-niêⁿ,諸娘,女人,
tsur nienn5,tsṳ-niêⁿ,珠娘,女人,
tsur nienn5 kiann2,tsṳ-niêⁿ-kiáⁿ,諸娘囝,女子,
tsur tu5,tsṳ-tû,書櫥,書櫃,
tsur2 chiah8,tsṳ́-chia̍h,煮食,做飯,
tsur2 soi3,tsṳ́-sòi,仔細,仔細,
tsur2 thiu2 in5 bau2,tsṳ́-thiú-în-báu,子丑寅卯,,
tsur6 chin6,tsṳ̃-chĩn,自盡,自殺,
tsur6 jien5,tsṳ̃-jiên,自然,自然,
tsur6 lai5 hue2,tsṳ̃-lâi-húe,自來火,火柴,
tsur6 uan3 tsur6 ngai6,tsṳ̃-uàn-tsṳ̃-ngãi,自怨自艾,,
tsut niann2,tsut-niáⁿ,率領,,
tu3 tsur,tù-tsṳ,著書,著書,
tua3 ha3,tuà-hà,戴孝,戴孝,
tua6 tsui2,tuã-tsúi,大水,大水,
tua7 ang5,tuā-âng,大紅,大紅,
tua7 au6 jit8,tuā--ãu-ji̍t,大後日,大後天,
tua7 chheng3,tuā-chhèng,大銃,大砲,
tua7 chieh8,tuā-chie̍h,大石,大石,
tua7 chih8,tuā-chi̍h,大舌,結巴,
tua7 hai2,tuā-hái,大海,大海,
tua7 huang,tuā-huang,大風,大風,
tua7 hue2,tuā-húe,大伙,大副,
tua7 i5,tuā-î,大姨,大姨,
tua7 ke,tuā-ke,大家,婆婆,
tua7 ke kuann,tuā-ke-kuaⁿ,大家官,公婆,
tua7 kou,tuā-kou,大姑,大姑,
tua7 ku6,tuā-kũ,大舅,大舅,
tua7 kuann,tuā-kuaⁿ,大官,,
tua7 lau5 nang5,tuā-lâu-nâng,大勞儂,大勞人,
tua7 lau5 nang5,tuā-lâu-nâng,大勞人,大勞人,
tua7 mng5,tuā-mn̂g,大門,大門,
tua7 nang5,tuā--nâng,大儂,,
tua7 nang5,tuā--nâng,大人,,
tua7 nang5,tuā--nâng,大儂,大人,
tua7 nang5,tuā--nâng,大人,大人,
tua7 ng5,tuā-n̂g,大黃,大黃,
tua7 oh8,tuā-o̍h,大學,大學,
tua7 siann,tuā-siaⁿ,大聲,大聲,
tua7 sur7,tuā-sṳ̄,大事,大事,
tua7 thang2,tuā-tháng,大桶,大桶,
tua7 thau5 lo2,tuā-thâu-ló,大頭腦,大官員,
tua7 tsha5,tuā-tshâ,大柴,原木,
tua7 tshai2 hu3,tuā-tshái-hù,大財副,首席會計,
tua7 tshai3,tuā-tshài,大菜,大菜,
tua7 tshu3,tuā-tshù,大厝,大房子,
tua7 tsur5,tuā-tsṳ̂,大薯,大薯,
tuah,tuah,咄,叱責,
tuan6 tsoh8,tuãn-tso̍h,斷絕,,
tuann nang5,tuaⁿ-nâng,單儂,單身,
tuann nang5,tuaⁿ-nâng,單人,單身,
tuann teng,tuaⁿ-teng,單丁,獨生子,
tuann teng5,tuaⁿ-têng,單重,單折,
tuann tok8,tuaⁿ-to̍k,單獨,,
tuann7 khim5,tuāⁿ khîm,彈琴,,
tui2 an5,túi-ân,挽緊,拉緊,
tui2 huang,túi-huang,拖風,,
tui3 lien5,tùi-liên,對聯,對聯,
tui3 min7,tùi-mīn,對面,對面,
tui3 tek8,tùi-te̍k,對敵,對敵,
tui3 thau5,tùi-thâu,對頭,對頭,
tui3 tuann,tùi-tuaⁿ,對單,匯票,
tui5 ie,tûi-ie,擂腰,捶背,
tui5 lien7,tûi-liēn,錘鍊,,
tun hue3 pang5,tun-hùe-pâng,囤貨房,儲藏室,
tun3 chhiu2,tùn-chhiú,頓手,握手,
tun6 koi,tũn-koi,燉雞,,
tun6 puah,tũn-puah,燉鉢,燉鍋,
tun7 am6 kui,tūn-ãm-kui,大頷奎,甲狀腺腫,
tur bo2,tṳ-bó,豬母,母豬,
tur ko,tṳ-ko,豬哥,公豬,
tur kuann sek,tṳ-kuaⁿ-sek,豬肝色,豬肝色,
tur lo5,tṳ-lô,豬牢,豬圈,
tur5 huap,tṳ̂-huap,除法,除法,
tur5 thau5,tṳ̂-thâu,鋤頭,,
tur5 thau5,tṳ̂-thâu,鋤頭,鋤頭,
tur5 tiou3,tṳ̂-tiòu,除掉,除掉,
tur5 tng6,tṳ̂-tñg,除斷,除斷,
u mit8,u-mi̍t,污衊,,
u2 leng5,ú-lêng,羽綾,羽綾,
u2 monn5,ú-môⁿ,羽毛,羽毛,
u2 se,ú-se,羽紗,羽紗,
u3 ji7,ù-jī,煦字,,
u6 a bo5,ũ a-bô,有亞無,有沒有,
u6 chinn5,ũ-chîⁿ,有錢,有錢,
u6 hau3,ũ-hàu,有孝,有孝,
u6 iann2,ũ-iáⁿ,有影,真實,
u6 kan siap8,ũ-kan-sia̍p,有干涉,有干涉,
u6 lat8,ũ-la̍t,有力,有力,
u6 leng5 ui5,ũ-lêng-ûi,有能爲,有能力,
u6 loi2,ũ-lói,有禮,有禮貌,
u6 ninn5 hue3,ũ-nîⁿ-hùe,有年歲,有年歲,
u6 pou2,ũ-póu,有補,有營養,
u6 sim sur7,ũ-sim-sṳ̄,有心事,有心事,
u6 sin hun7,ũ-sin-hūn,有身份,懷孕,
u6 tann2,ũ-táⁿ,有胆,有胆量,
u6 tho,ũ-tho,有胎,懷孕,
u6 tsue6,ũ-tsũe,有罪,有罪,
ua2 kai5,uá--kâi,我个,,
ua2 tsun5 pinn,uá-tsûn-piⁿ,倚船邊,靠船邊,
uah8 tong6,ua̍h-tõng,活動,活動,
uak uak kie3,uak-uak-kiè,焜焜叫,,
uak8 tit,ua̍k-tit,獲得,,
uan chhiu5,uan-chhiû,冤仇,冤仇,
uan ke,uan-ke,冤家,冤家,
uan ke,uan-ke,冤家,吵鬧,
uan ke,uan-ke,寃家,吵鬧,
uan5 ku3,uân-kù,緣故,原因,
uan5 nienn5,uân-niêⁿ,完糧,納稅,
uan5 sui,uân-sui,莞荽,香菜,
uang khuk,uang-khuk,冤屈,冤枉,
uang2 khut,uáng-khut,枉屈,冤枉,
uang2 siang6,uáng-siãng,皇上,皇上,
uang5 bo7,uâng-bō,王帽,王冠,
uang5 hou6,uâng-hõu,王后,王后,
uang5 keng,uâng-keng,王宮,王宮,
uang5 lai5,uâng-lâi,旺梨,鳳梨,
